K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
2	0.222899	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.12200
3	0.951949	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 0, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 2, 2, 2, 1, 2, 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 2, 2, 2, 2, 2, 1, 2, 1, 2, 0, 2, 2, 1, 2, 2, 1, 1, 2, 0, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 1, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 2, 0, 2, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 1, 1]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.08600
3	0.767361	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 0, 0, 1, 2, 0, 2, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 2, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 1, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 2, 0, 1, 2, 0, 2, 0, 1, 2, 1, 1, 0, 2, 0, 2, 2, 0, 1, 1, 2, 2, 2, 0, 2, 0, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.04100
3	0.561473	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 0, 1, 0, 2, 1, 2, 0, 1, 0, 1, 1, 2, 1, 0, 2, 0, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 2, 1, 2, 0, 1, 1, 1, 2, 1, 1, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 1, 2]	BCO TurnsMaxNotImproved(10)	   0.60900
3	0.475432	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.16000
3	0.454487	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 0, 2, 1, 1, 0, 2, 2, 2, 1, 2, 2, 1, 1, 0, 0, 0, 0, 2]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17400
3	0.477810	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 1, 1, 2, 1, 1, 0, 2, 0, 2, 2, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.18300
3	0.118687	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.13300
4	0.974765	CorrectRand	AntColonyOptimization	Hepatitis	[0, 0, 1, 1, 1, 2, 2, 2, 3, 2, 3, 3, 1, 3, 1, 1, 0, 1, 3, 0, 1, 0, 3, 0, 1, 0, 3, 3, 3, 2, 3, 3, 0, 1, 1, 2, 2, 3, 2, 3, 0, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 3, 1, 0, 0, 3, 0, 0, 1, 0, 3, 0, 3, 1, 2, 1, 0, 0, 0, 2, 1, 3, 2, 3, 2, 0, 1, 0, 0, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 1, 0, 1, 0, 2, 2, 1, 3, 1, 0, 2, 2, 1, 1, 2, 2, 0, 2, 1, 3, 2, 2, 3, 0, 1, 0, 3, 0, 3, 3, 0, 3, 0, 0, 1, 3, 0, 3, 1, 0, 2, 3, 0, 0, 1, 0, 3, 2, 3, 0, 0, 0, 1, 0, 2, 3, 2, 1, 1, 1, 3, 2, 3, 0, 0, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.08300
4	0.728381	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 2, 2, 0, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 3, 1, 1, 0, 0, 2, 0, 0, 2, 2, 0, 1, 0, 2, 0, 3, 1, 1, 0, 0, 1, 1, 3, 0, 0, 1, 2, 2, 0, 2, 0, 0, 0, 1, 3, 1, 0, 1, 2, 2, 3, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 3, 0, 3, 0, 2, 0, 0, 2, 1, 1, 0, 3, 3, 0, 3, 1, 1, 3, 1, 2, 2, 0, 0, 1, 3, 2, 3, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.03400
4	0.630834	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 1, 0, 2, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 3, 3, 1, 0, 0, 0, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 3, 0, 2, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 3, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 3, 0, 1, 0, 3, 1, 0, 2, 0, 0, 3, 3, 0, 2, 2, 3, 0, 2, 1, 1, 3, 0, 1, 2, 1, 0, 1, 0, 0, 0, 2]	BCO TurnsMaxNotImproved(10)	   0.69600
4	0.296230	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 2, 0, 2, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 3, 2, 1, 1, 1, 0, 1, 2, 0, 0, 0, 1]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.17300
4	0.255576	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17900
4	0.141699	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 3, 0, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 3, 3, 0, 0, 2, 0, 0, 0, 3]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.18000
4	0.104361	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 3, 0, 0, 2, 0, 0, 2, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 2, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.14000
5	0.973117	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 1, 2, 2, 1, 3, 2, 1, 4, 1, 1, 4, 2, 1, 1, 1, 0, 0, 2, 4, 4, 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 2, 3, 0, 1, 0, 3, 1, 0, 2, 1, 0, 2, 2, 2, 1, 4, 1, 4, 4, 4, 3, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 4, 2, 3, 1, 2, 1, 3, 2, 0, 1, 4, 0, 1, 1, 2, 2, 1, 2, 4, 4, 4, 2, 2, 3, 4, 0, 1, 2, 3, 4, 0, 3, 4, 1, 4, 1, 3, 1, 4, 3, 0, 0, 4, 4, 2, 2, 3, 4, 4, 3, 1, 0, 3, 1, 0, 0, 2, 3, 2, 0, 3, 4, 1, 0, 1, 0, 3, 2, 1, 2, 4, 0, 4, 3, 4, 2, 2, 0, 1, 3, 0, 4, 3, 0, 3, 1, 4]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.12900
5	0.740169	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 0, 4, 1, 0, 0, 3, 0, 3, 1, 1, 0, 0, 3, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 4, 3, 1, 2, 0, 0, 4, 0, 3, 3, 3, 0, 0, 1, 2, 4, 0, 0, 3, 3, 0, 0, 4, 2, 3, 1, 3, 0, 0, 2, 0, 0, 3, 4, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 3, 4, 0, 0, 0, 1, 0, 0, 3, 1]	AG Crossover(0.900000) Mutation(0.100000)	   0.03000
5	0.441177	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 3, 0, 1, 0, 3, 1, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 0, 0, 1, 2, 1, 0, 4, 0, 4, 1, 1, 1, 4, 2, 3, 2, 4, 2, 1, 1, 1, 3, 0, 1, 4, 1, 4, 1, 2, 1, 3, 3, 1, 1, 1, 2, 0, 1, 0, 1, 2, 3, 1, 2, 0, 1, 1, 4, 0, 1, 1, 1]	BCO TurnsMaxNotImproved(10)	   0.78300
5	0.285816	CorrectRand	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 4, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 4, 1, 1, 4, 0, 1, 1, 4]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.17700
5	0.302139	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 1, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 3, 0, 0, 1, 0, 0, 0, 3]	CRO dimension(100) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17200
5	0.359943	CorrectRand	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 2, 3, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4]	CRO dimension(100) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.17800
5	0.107779	CorrectRand	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 4, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0, 2, 0, 0, 0, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   0.13000
6	0.974883	CorrectRand	AntColonyOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 2, 3, 3, 1, 0, 3, 4, 1, 5, 4, 3, 4, 5, 0, 4, 2, 3, 4, 2, 5, 3, 3, 0, 3, 2, 2, 3, 4, 5, 1, 1, 5, 3, 4, 4, 0, 5, 0, 1, 4, 4, 0, 5, 3, 5, 2, 2, 5, 5, 4, 1, 1, 3, 3, 2, 3, 1, 5, 5, 4, 0, 3, 4, 3, 3, 2, 1, 5, 5, 1, 2, 3, 3, 2, 3, 5, 4, 0, 3, 0, 1, 0, 2, 0, 5, 5, 1, 5, 4, 5, 1, 0, 3, 1, 4, 4, 3, 3, 4, 1, 2, 0, 3, 4, 1, 2, 4, 3, 1, 0, 0, 3, 1, 1, 0, 5, 5, 0, 1, 2, 5, 2, 0, 3, 1, 4, 3, 4, 1, 4, 3, 1, 0, 0, 1, 5, 4, 3, 1, 5, 1, 0, 4, 3, 2, 0, 5, 1, 2]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.20800
6	0.890564	CorrectRand	GeneticAlgorithm	Hepatitis	[0, 1, 0, 2, 2, 2, 3, 2, 2, 1, 0, 0, 1, 4, 2, 5, 1, 5, 4, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 4, 3, 1, 3, 0, 3, 0, 0, 4, 0, 0, 0, 3, 5, 0, 3, 5, 0, 5, 5, 0, 3, 5, 0, 4, 5, 3, 0, 0, 3, 0, 0, 0, 0, 2, 0, 4, 1, 0, 2, 1, 3, 0, 0, 0, 0, 2, 0, 4, 2, 0, 4, 0, 1, 1, 1, 1, 4, 3, 4, 1, 2, 0, 0, 2, 5, 4, 0, 1, 0, 2, 1, 0, 5, 5, 5, 5, 2, 3, 3, 5, 2, 4, 5, 4, 2, 0, 0, 5, 4, 1, 0, 0, 5, 0, 5, 5, 2, 0, 2, 0, 3, 4, 5, 3, 2, 4, 3, 2, 3, 3, 2, 2, 1, 2, 2, 2, 3, 0, 5, 3, 0, 0, 0, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.04300
6	0.430622	CorrectRand	BeeColonyOptimization	Hepatitis	[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 5, 0, 0, 0, 4, 2, 3, 0, 0, 0, 0, 5, 3, 0, 0, 2, 2, 1, 2, 0, 0, 0, 4, 0, 4, 0, 1, 4, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 4, 0, 4, 0, 2, 0, 1, 2, 1, 0, 0, 4, 0, 3, 5, 0, 3, 2, 0, 4, 2, 0, 0, 2, 5, 0, 3, 2]	BCO TurnsMaxNotImproved(10)	   0.79700
