K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
5	0.183193	MX	CoralReefOptimization	Hepatitis	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 2, 1, 1, 3, 1, 0, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 4, 4, 1, 4, 4, 4, 4, 3, 4, 4, 2, 1, 4, 0, 0, 4, 0, 0, 4, 0, 2, 2, 0, 0, 0, 4, 1, 0, 3, 0, 4, 1, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 3, 0, 1, 1, 0, 0, 1, 4, 0, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   3.64100
5	0.209706	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	  77.99400
6	0.116473	MX	AntColonyOptimization	Hepatitis	[0, 1, 2, 0, 2, 3, 4, 2, 1, 4, 3, 0, 1, 3, 0, 0, 5, 2, 1, 0, 2, 4, 4, 2, 0, 2, 1, 4, 3, 3, 2, 1, 2, 4, 5, 2, 1, 0, 2, 1, 3, 0, 2, 5, 1, 0, 0, 3, 3, 5, 1, 0, 3, 3, 3, 1, 2, 3, 5, 3, 3, 2, 4, 0, 1, 3, 2, 3, 3, 1, 5, 4, 4, 3, 5, 4, 3, 4, 3, 0, 1, 2, 4, 4, 4, 1, 2, 4, 2, 1, 2, 1, 0, 0, 3, 0, 4, 0, 0, 4, 1, 2, 5, 0, 0, 0, 0, 0, 3, 2, 4, 3, 3, 5, 1, 4, 4, 1, 1, 1, 3, 5, 3, 5, 2, 2, 3, 5, 3, 0, 5, 3, 2, 2, 4, 4, 5, 2, 5, 1, 5, 3, 3, 1, 5, 5, 4, 2, 3, 1, 1, 2, 5, 0, 5]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   6.31300
6	0.124312	MX	GeneticAlgorithm	Hepatitis	[0, 1, 0, 2, 2, 3, 2, 4, 1, 0, 2, 2, 2, 2, 0, 5, 0, 4, 5, 0, 3, 4, 5, 5, 5, 5, 4, 1, 0, 2, 0, 3, 1, 0, 4, 5, 3, 3, 0, 4, 5, 4, 1, 5, 1, 0, 4, 0, 5, 2, 3, 3, 3, 3, 0, 0, 3, 0, 0, 1, 3, 1, 2, 1, 4, 5, 2, 5, 2, 3, 0, 0, 5, 1, 1, 5, 0, 1, 5, 0, 5, 0, 0, 5, 0, 0, 4, 0, 1, 5, 0, 0, 5, 0, 0, 0, 2, 0, 0, 5, 0, 2, 1, 0, 4, 1, 0, 2, 0, 3, 1, 3, 0, 0, 4, 4, 0, 4, 4, 1, 4, 3, 5, 4, 4, 1, 4, 3, 5, 2, 1, 2, 1, 1, 1, 1, 2, 4, 5, 2, 5, 5, 2, 4, 4, 3, 2, 1, 4, 3, 2, 1, 0, 5, 3]	AG Crossover(0.900000) Mutation(0.100000)	  11.90700
6	0.074435	MX	BeeColonyOptimization	Hepatitis	[0, 1, 2, 2, 3, 1, 0, 0, 1, 3, 3, 3, 1, 1, 3, 4, 1, 3, 0, 3, 3, 3, 2, 0, 0, 5, 2, 4, 2, 2, 3, 2, 3, 1, 2, 0, 2, 1, 2, 0, 4, 2, 1, 2, 1, 1, 2, 0, 5, 1, 5, 0, 3, 5, 1, 3, 3, 0, 4, 5, 5, 1, 2, 3, 2, 0, 1, 0, 1, 3, 3, 1, 1, 1, 2, 3, 3, 5, 0, 5, 0, 5, 1, 2, 0, 4, 1, 0, 1, 4, 1, 0, 5, 0, 5, 4, 2, 0, 3, 1, 5, 0, 4, 1, 3, 1, 4, 0, 2, 0, 0, 3, 5, 4, 5, 2, 0, 1, 0, 3, 2, 1, 0, 5, 0, 3, 3, 4, 4, 5, 2, 5, 1, 3, 1, 2, 3, 5, 3, 4, 0, 0, 3, 5, 5, 1, 1, 3, 0, 3, 2, 4, 3, 0, 2]	BCO TurnsMaxNotImproved(5)	 348.87000
6	0.124695	MX	CoralReefOptimization	Hepatitis	[0, 1, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 1, 3, 4, 2, 0, 0, 2, 3, 2, 0, 0, 1, 5, 2, 5, 4, 4, 0, 5, 0, 4, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 2, 0, 0, 1, 0, 0, 0, 2, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 2, 3, 0, 0, 3, 0, 1, 2, 3, 5, 0, 5, 0, 3, 0, 3, 0, 0, 5, 1, 4, 5, 0, 1, 0, 2, 3, 0, 3, 4, 0, 4, 0, 2, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   6.43800
6	0.210678	MX	CoralReefOptimization	Hepatitis	[0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 2, 0, 0, 0, 1, 0, 0, 4, 1, 0, 2, 0, 0, 2, 2, 0, 4, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 5, 0, 0, 0, 5, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 5, 1, 5, 1, 1, 1, 0, 0, 0, 0, 0, 4, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 3, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 1, 0, 2, 3, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   2.51600
6	0.175911	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 2, 3, 3, 1, 1, 1, 4, 1, 2, 5, 0, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1, 0, 1, 4, 1, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 4, 2, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 5, 1, 5, 1, 1, 1, 1, 1, 1, 3, 1, 0, 2, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 2, 0, 2, 1, 2, 1, 3, 0, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 0, 1, 1, 1, 5, 1, 1, 1, 1, 4, 5, 1, 1, 3, 4, 4, 1, 2, 1, 5, 1, 1, 1, 3, 4, 3, 0, 0, 1, 3, 1, 1, 3, 5, 1, 0, 1, 0, 1, 4, 3, 1, 1, 3]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   6.84400
6	0.168852	MX	ParticleSwarmOptimization	Hepatitis	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 1, 1, 5, 0, 0, 0, 5, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	  86.72000
6	0.107584	MX	AntColonyOptimization	Hepatitis	[0, 1, 1, 2, 2, 3, 4, 3, 3, 5, 5, 2, 0, 0, 1, 2, 1, 1, 0, 4, 0, 2, 5, 0, 4, 3, 0, 2, 0, 4, 5, 1, 4, 2, 5, 4, 0, 5, 3, 5, 0, 3, 3, 1, 5, 1, 5, 2, 5, 1, 2, 0, 1, 1, 3, 4, 5, 4, 0, 3, 1, 3, 1, 4, 1, 2, 0, 5, 3, 1, 5, 3, 5, 0, 5, 5, 4, 1, 5, 2, 4, 3, 1, 1, 1, 3, 4, 1, 1, 4, 0, 1, 1, 5, 4, 1, 0, 1, 4, 5, 4, 3, 1, 0, 5, 2, 2, 2, 1, 5, 5, 3, 4, 3, 4, 4, 1, 2, 2, 3, 2, 5, 1, 5, 2, 2, 4, 1, 2, 2, 1, 1, 1, 4, 5, 5, 0, 3, 3, 1, 1, 3, 3, 5, 5, 1, 4, 1, 2, 5, 5, 5, 4, 0, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   5.79500
6	0.097689	MX	GeneticAlgorithm	Hepatitis	[0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 2, 4, 0, 0, 1, 2, 3, 4, 4, 4, 5, 2, 0, 3, 4, 5, 3, 0, 0, 5, 5, 3, 0, 0, 0, 0, 3, 2, 3, 0, 1, 0, 1, 0, 2, 3, 5, 0, 2, 0, 4, 3, 2, 2, 3, 5, 2, 0, 5, 2, 2, 1, 2, 2, 2, 0, 5, 0, 3, 2, 5, 1, 4, 3, 5, 0, 3, 0, 0, 4, 2, 1, 1, 1, 4, 4, 2, 4, 5, 0, 5, 3, 0, 3, 4, 3, 2, 4, 4, 0, 4, 0, 4, 3, 5, 1, 4, 4, 5, 3, 5, 5, 3, 3, 2, 4, 5, 3, 3, 2, 2, 2, 0, 1, 2, 2, 0, 3, 0, 1, 2, 3, 0, 5, 0, 4, 5, 0, 5, 0, 4, 1, 0, 0, 5]	AG Crossover(0.900000) Mutation(0.100000)	  12.36000
6	0.084271	MX	BeeColonyOptimization	Hepatitis	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 3, 0, 2, 3, 4, 1, 0, 2, 0, 3, 4, 3, 1, 3, 4, 0, 1, 4, 3, 4, 0, 3, 0, 1, 3, 3, 1, 1, 3, 0, 5, 1, 4, 4, 1, 0, 2, 5, 1, 0, 5, 0, 0, 1, 1, 3, 2, 0, 3, 4, 4, 4, 2, 2, 4, 3, 1, 3, 0, 0, 1, 1, 5, 0, 0, 0, 0, 2, 0, 1, 4, 5, 2, 3, 2, 5, 5, 4, 5, 3, 5, 0, 4, 2, 2, 5, 0, 1, 1, 3, 2, 5, 2, 2, 3, 4, 2, 4, 2, 1, 2, 0, 4, 0, 1, 5, 1, 1, 5, 5, 4, 0, 2, 3, 4, 0, 3, 3, 1, 2, 0, 1, 5, 4, 3, 5, 1, 2, 4, 4, 2, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(5)	 295.78500
6	0.176768	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 2, 3, 1, 1, 1, 1, 1, 0, 4, 4, 4, 0, 0, 0, 0, 0, 5, 3, 4, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 4, 3, 3, 0, 0, 0, 1, 5, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 5, 3, 0, 2, 5, 5, 0, 0, 1, 5, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 2, 1, 1, 1, 2, 0, 1, 1, 3, 1, 1, 3, 1, 5, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   2.79700
6	0.175058	MX	CoralReefOptimization	Hepatitis	[0, 1, 2, 3, 4, 2, 4, 2, 5, 2, 0, 2, 1, 2, 2, 4, 2, 1, 2, 2, 2, 1, 1, 1, 5, 4, 5, 2, 5, 2, 2, 0, 2, 1, 1, 2, 2, 2, 5, 2, 2, 2, 2, 1, 5, 2, 2, 2, 4, 4, 3, 3, 0, 3, 0, 1, 2, 2, 2, 2, 4, 2, 2, 2, 2, 0, 2, 3, 2, 4, 4, 2, 5, 5, 2, 4, 2, 2, 0, 3, 2, 2, 5, 3, 2, 1, 2, 2, 5, 4, 3, 2, 5, 0, 2, 2, 2, 2, 2, 3, 2, 5, 2, 2, 2, 2, 2, 2, 0, 1, 2, 0, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 5, 3, 1, 3, 4, 2, 3, 2, 2, 1, 4, 2, 2, 4, 2, 3, 5, 2, 0, 2, 4, 3, 0, 0, 2, 2, 2, 1, 1, 2, 5, 0, 3]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   5.15700
6	0.199131	MX	CoralReefOptimization	Hepatitis	[0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 3, 2, 2, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 5, 3, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 3, 0, 5, 0, 5, 3, 0, 3, 4, 0, 0, 1, 0, 3, 2, 5, 0, 0, 1, 0, 5, 3, 3, 1, 0, 0, 0, 0, 1, 0, 2, 3, 4, 0, 5, 0, 2, 4, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 4, 0, 3, 0, 0, 5, 0, 0, 5, 3, 3, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 5, 0, 4, 5, 0, 4, 0, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   5.70400
6	0.197410	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 2, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 3, 0, 0, 2, 0, 0, 1, 0, 0, 5, 0, 0, 3]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	  96.43500
7	0.101206	MX	AntColonyOptimization	Hepatitis	[0, 1, 2, 1, 0, 0, 2, 1, 3, 4, 3, 3, 5, 0, 1, 2, 4, 6, 1, 6, 5, 1, 1, 1, 2, 4, 0, 5, 2, 4, 0, 4, 5, 4, 4, 6, 5, 1, 0, 0, 6, 2, 0, 2, 1, 3, 1, 1, 2, 2, 5, 2, 1, 6, 0, 0, 0, 1, 4, 0, 2, 6, 4, 0, 6, 5, 1, 6, 3, 4, 1, 0, 4, 0, 5, 6, 3, 6, 3, 1, 1, 0, 6, 3, 6, 5, 2, 5, 6, 1, 6, 5, 3, 0, 5, 2, 4, 2, 5, 6, 1, 1, 2, 2, 1, 6, 4, 2, 2, 3, 4, 1, 5, 3, 3, 5, 5, 3, 4, 6, 2, 3, 4, 1, 5, 6, 4, 0, 3, 1, 3, 5, 5, 3, 6, 4, 2, 3, 5, 1, 4, 0, 1, 3, 2, 3, 4, 6, 3, 1, 0, 5, 2, 4, 3]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   6.64100
7	0.103683	MX	GeneticAlgorithm	Hepatitis	[0, 0, 1, 2, 3, 4, 3, 5, 0, 0, 2, 0, 5, 0, 6, 2, 6, 0, 3, 0, 0, 0, 2, 4, 2, 1, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 4, 0, 5, 0, 3, 6, 2, 6, 4, 5, 1, 1, 1, 1, 2, 2, 1, 3, 4, 1, 4, 1, 1, 1, 1, 1, 3, 6, 6, 2, 0, 3, 0, 0, 0, 5, 0, 1, 0, 6, 4, 0, 6, 0, 6, 0, 0, 0, 0, 0, 2, 4, 0, 0, 5, 6, 6, 5, 1, 3, 6, 6, 4, 2, 1, 5, 1, 0, 1, 1, 3, 5, 5, 4, 2, 2, 0, 1, 0, 5, 0, 0, 0, 2, 1, 1, 4, 3, 4, 3, 4, 6, 1, 5, 1, 5, 4, 0, 2, 4, 4, 4, 6, 5, 2, 1, 3, 1, 5, 3, 0, 3, 6, 6, 0, 3, 5, 5, 2]	AG Crossover(0.900000) Mutation(0.100000)	  19.93800
7	0.078023	MX	BeeColonyOptimization	Hepatitis	[0, 0, 1, 1, 1, 0, 1, 2, 3, 4, 0, 0, 5, 1, 2, 1, 0, 5, 3, 3, 1, 1, 6, 3, 1, 1, 5, 4, 4, 0, 1, 6, 0, 4, 0, 3, 2, 5, 2, 2, 6, 3, 6, 4, 0, 0, 6, 2, 5, 1, 2, 1, 0, 0, 4, 3, 0, 0, 0, 2, 5, 2, 3, 6, 6, 5, 6, 1, 0, 1, 3, 1, 1, 6, 6, 0, 3, 5, 0, 0, 6, 3, 0, 3, 6, 1, 4, 5, 3, 3, 5, 1, 4, 1, 4, 4, 5, 2, 2, 5, 2, 4, 6, 5, 2, 4, 6, 0, 5, 6, 1, 1, 1, 0, 0, 3, 2, 2, 4, 1, 6, 1, 1, 2, 3, 4, 2, 0, 3, 5, 1, 1, 2, 4, 0, 5, 5, 6, 6, 6, 4, 0, 0, 1, 4, 3, 5, 5, 3, 4, 0, 0, 5, 4, 2]	BCO TurnsMaxNotImproved(5)	 394.43700
7	0.222199	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 0, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 3, 1, 4, 3, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2, 1, 4, 0, 1, 1, 1, 6, 3, 1, 1, 1, 1, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 4, 5, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 2, 1, 1, 6, 4, 1, 2, 1, 1, 1, 1, 1, 1, 6, 1, 1, 3, 6, 1, 1, 5, 1, 1, 1, 1, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   2.25000
7	0.205954	MX	CoralReefOptimization	Hepatitis	[0, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 4, 2, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 5, 6, 0, 3, 0, 4, 6, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 6, 0, 1, 1, 3, 1, 1, 1, 1, 5, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 5, 2, 0, 3, 2, 1, 1]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   4.90700
7	0.159369	MX	CoralReefOptimization	Hepatitis	[0, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 5, 4, 1, 4, 1, 5, 2, 1, 5, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 3, 4, 1, 2, 5, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 6, 4, 1, 1, 6, 1, 5, 5, 5, 6, 0, 0, 5, 5, 5, 3, 5, 1, 2, 5, 2, 5, 0, 6, 4, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 4, 5, 4, 5, 5, 2, 5, 5, 5, 0, 0, 5, 5, 6, 6, 5, 5, 5, 3, 5, 6, 5, 5, 5, 5, 1, 0, 5, 5, 5, 0, 5, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 6, 1, 3, 4, 5, 1]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   3.82800
7	0.124014	MX	ParticleSwarmOptimization	Hepatitis	[0, 1, 0, 2, 3, 2, 4, 3, 4, 4, 3, 5, 3, 3, 3, 6, 6, 4, 2, 2, 3, 3, 6, 3, 2, 3, 3, 3, 1, 3, 5, 3, 3, 3, 5, 3, 6, 3, 3, 4, 6, 0, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 3, 3, 3, 6, 3, 0, 3, 1, 0, 4, 4, 2, 3, 3, 3, 3, 3, 6, 3, 3, 2, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 2, 6, 3, 3, 3, 3, 3, 3, 0, 1, 6, 3, 1, 3, 4, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 2, 3, 3, 3, 4, 2, 5, 3, 2, 1, 1, 3, 2, 5, 1, 3, 2]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	  93.82400
7	0.114013	MX	AntColonyOptimization	Hepatitis	[0, 1, 0, 2, 3, 4, 3, 0, 5, 6, 0, 5, 1, 3, 1, 4, 2, 6, 2, 4, 0, 2, 0, 6, 2, 4, 0, 1, 1, 1, 2, 2, 4, 0, 5, 5, 5, 0, 3, 3, 6, 1, 2, 5, 6, 0, 3, 1, 4, 6, 6, 2, 1, 1, 0, 1, 0, 4, 0, 3, 4, 1, 5, 0, 3, 4, 6, 4, 6, 6, 1, 6, 1, 0, 5, 4, 3, 2, 2, 2, 0, 3, 4, 0, 6, 1, 2, 1, 5, 2, 0, 1, 6, 3, 0, 3, 1, 2, 1, 5, 0, 2, 0, 6, 3, 1, 6, 5, 2, 0, 4, 0, 2, 5, 0, 2, 3, 5, 5, 3, 2, 0, 0, 3, 6, 3, 2, 2, 1, 3, 2, 3, 0, 6, 2, 5, 3, 5, 5, 1, 0, 1, 0, 1, 1, 5, 5, 2, 2, 6, 2, 2, 4, 3, 6]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   4.34400
7	0.122064	MX	GeneticAlgorithm	Hepatitis	[0, 1, 2, 3, 4, 1, 4, 0, 0, 1, 4, 2, 4, 4, 4, 5, 5, 6, 4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 2, 5, 1, 6, 4, 5, 2, 3, 3, 6, 3, 2, 6, 1, 5, 4, 4, 1, 2, 4, 3, 4, 5, 1, 0, 4, 2, 1, 4, 1, 1, 5, 3, 0, 4, 2, 4, 1, 3, 3, 4, 6, 4, 6, 0, 6, 5, 1, 0, 4, 4, 4, 5, 3, 4, 1, 2, 3, 2, 4, 5, 3, 3, 4, 1, 5, 3, 6, 0, 4, 1, 4, 4, 5, 4, 4, 6, 5, 5, 2, 4, 0, 1, 1, 0, 6, 6, 0, 0, 0, 3, 5, 2, 6, 1, 3, 6, 0, 5, 5, 1, 0, 4, 5, 4, 3, 0, 0, 2, 5, 4, 5, 2, 1, 4, 6, 6, 4, 2, 3, 3, 6, 6, 3, 1, 1, 1]	AG Crossover(0.900000) Mutation(0.100000)	  11.57800
